h2h_key,game_id,season_id,player_1_id,player_2_id,venue,shifts_together,toi_together,goals_for,goals_against,plus_minus,corsi_for,corsi_against,cf_pct,wowy_key,season_id_wowy,venue_wowy,shifts_together_wowy,toi_together_wowy,p1_shifts_without_p2,p2_shifts_without_p1,toi_apart,toi_p1_without_p2,toi_p2_without_p1,cf_pct_together,cf_pct_apart,cf_pct_delta,gf_pct_together,gf_pct_apart,gf_pct_delta,relative_corsi,performance_key,_export_timestamp
H2H_18987_56_90,18987,N20252026F,56,90,home,1,19.0,0,0,0,0,0,50.0,WOWY_18987_56_90,N20252026F,home,1,19.0,31,3,1286.99,1172.99,114.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_56_90_perf,2026-01-12T23:36:36.387584
H2H_18987_80_90,18987,N20252026F,80,90,home,3,114.0,0,0,0,0,0,50.0,WOWY_18987_80_90,N20252026F,home,3,114.0,27,1,792.99,773.99,19.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_80_90_perf,2026-01-12T23:36:36.387584
H2H_18987_89_90,18987,N20252026F,89,90,home,3,114.0,0,0,0,0,0,50.0,WOWY_18987_89_90,N20252026F,home,3,114.0,29,1,805.0,786.0,19.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_89_90_perf,2026-01-12T23:36:36.387584
H2H_18987_4_44,18987,N20252026F,4,44,home,4,42.0,0,0,0,0,0,50.0,WOWY_18987_4_44,N20252026F,home,4,42.0,54,46,3197.9700000000003,1806.99,1390.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_44_perf,2026-01-12T23:36:36.387584
H2H_18987_44_80,18987,N20252026F,44,80,home,11,261.99,0,0,0,0,0,50.0,WOWY_18987_44_80,N20252026F,home,11,261.99,39,19,1796.99,1170.99,626.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_44_80_perf,2026-01-12T23:36:36.387584
H2H_18987_44_90,18987,N20252026F,44,90,home,1,17.0,0,0,0,0,0,50.0,WOWY_18987_44_90,N20252026F,home,1,17.0,49,3,1531.98,1415.98,116.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_44_90_perf,2026-01-12T23:36:36.387584
H2H_18987_12_89,18987,N20252026F,12,89,home,4,64.0,0,0,0,0,0,50.0,WOWY_18987_12_89,N20252026F,home,4,64.0,27,28,1952.99,1116.99,836.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_89_perf,2026-01-12T23:36:36.387584
H2H_18987_12_77,18987,N20252026F,12,77,home,5,141.99,0,0,0,0,0,50.0,WOWY_18987_12_77,N20252026F,home,5,141.99,26,44,2345.98,1039.0,1306.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_77_perf,2026-01-12T23:36:36.387584
H2H_18987_3_77,18987,N20252026F,3,77,home,1,48.99,0,0,0,0,0,50.0,WOWY_18987_3_77,N20252026F,home,0,0.0,29,49,2424.9700000000003,976.0,1448.97,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_77_perf,2026-01-12T23:36:36.387584
H2H_18987_9_14,18987,N20252026F,9,14,away,21,732.99,0,0,0,0,0,50.0,WOWY_18987_9_14,N20252026F,away,21,732.99,22,14,1242.0,773.0,469.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_14_perf,2026-01-12T23:36:36.387584
H2H_18987_9_39,18987,N20252026F,9,39,away,43,1505.99,0,0,0,0,0,50.0,WOWY_18987_9_39,N20252026F,away,43,1505.99,0,61,1733.98,0.0,1733.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_39_perf,2026-01-12T23:36:36.387584
H2H_18987_9_70,18987,N20252026F,9,70,away,24,929.0,0,0,0,0,0,50.0,WOWY_18987_9_70,N20252026F,away,24,929.0,19,25,1337.99,576.99,761.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_70_perf,2026-01-12T23:36:36.387584
H2H_18987_9_75,18987,N20252026F,9,75,away,10,487.0,0,0,0,0,0,50.0,WOWY_18987_9_75,N20252026F,away,10,487.0,33,17,1490.99,1018.99,472.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_75_perf,2026-01-12T23:36:36.387584
H2H_18987_9_91,18987,N20252026F,9,91,away,14,411.0,0,0,0,0,0,50.0,WOWY_18987_9_91,N20252026F,away,14,411.0,29,44,2369.9700000000003,1094.99,1274.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_91_perf,2026-01-12T23:36:36.387584
H2H_18987_14_39,18987,N20252026F,14,39,away,35,1201.99,0,0,0,0,0,50.0,WOWY_18987_14_39,N20252026F,away,35,1201.99,0,69,2037.98,0.0,2037.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_39_perf,2026-01-12T23:36:36.387584
H2H_18987_14_70,18987,N20252026F,14,70,away,15,584.0,0,0,0,0,0,50.0,WOWY_18987_14_70,N20252026F,away,15,584.0,20,34,1723.99,617.99,1106.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_70_perf,2026-01-12T23:36:36.387584
H2H_18987_14_75,18987,N20252026F,14,75,away,8,292.0,0,0,0,0,0,50.0,WOWY_18987_14_75,N20252026F,away,8,292.0,27,19,1576.99,909.99,667.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_75_perf,2026-01-12T23:36:36.387584
H2H_18987_14_91,18987,N20252026F,14,91,away,19,721.0,0,0,0,0,0,50.0,WOWY_18987_14_91,N20252026F,away,19,721.0,16,39,1445.97,480.99,964.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_91_perf,2026-01-12T23:36:36.387584
H2H_18987_39_70,18987,N20252026F,39,70,away,49,1690.0,0,0,0,0,0,50.0,WOWY_18987_39_70,N20252026F,away,49,1690.0,55,0,1549.97,1549.97,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_39_70_perf,2026-01-12T23:36:36.387584
H2H_18987_39_75,18987,N20252026F,39,75,away,27,959.0,0,0,0,0,0,50.0,WOWY_18987_39_75,N20252026F,away,27,959.0,77,0,2280.97,2280.97,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_39_75_perf,2026-01-12T23:36:36.387584
H2H_18987_39_91,18987,N20252026F,39,91,away,58,1685.98,0,0,0,0,0,50.0,WOWY_18987_39_91,N20252026F,away,58,1685.98,46,0,1553.99,1553.99,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_39_91_perf,2026-01-12T23:36:36.387584
H2H_18987_70_75,18987,N20252026F,70,75,away,17,772.0,0,0,0,0,0,50.0,WOWY_18987_70_75,N20252026F,away,17,772.0,32,10,1105.0,918.0,187.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_70_75_perf,2026-01-12T23:36:36.387584
H2H_18987_70_91,18987,N20252026F,70,91,away,24,828.0,0,0,0,0,0,50.0,WOWY_18987_70_91,N20252026F,away,24,828.0,25,34,1719.98,862.0,857.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_70_91_perf,2026-01-12T23:36:36.387584
H2H_18987_75_91,18987,N20252026F,75,91,away,20,580.0,0,0,0,0,0,50.0,WOWY_18987_75_91,N20252026F,away,20,580.0,7,38,1484.98,379.0,1105.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_75_91_perf,2026-01-12T23:36:36.387584
H2H_18987_22_39,18987,N20252026F,22,39,away,56,1757.98,0,0,0,0,0,50.0,WOWY_18987_22_39,N20252026F,away,56,1757.98,0,48,1481.99,0.0,1481.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_39_perf,2026-01-12T23:36:36.387584
H2H_18987_22_42,18987,N20252026F,22,42,away,30,892.98,0,0,0,0,0,50.0,WOWY_18987_22_42,N20252026F,away,30,892.98,26,25,1521.99,865.0,656.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_42_perf,2026-01-12T23:36:36.387584
H2H_18987_22_55,18987,N20252026F,22,55,away,19,456.99,0,0,0,0,0,50.0,WOWY_18987_22_55,N20252026F,away,19,456.99,37,20,1970.99,1300.99,670.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_55_perf,2026-01-12T23:36:36.387584
H2H_18987_22_75,18987,N20252026F,22,75,away,11,429.0,0,0,0,0,0,50.0,WOWY_18987_22_75,N20252026F,away,11,429.0,45,16,1858.98,1328.98,530.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_75_perf,2026-01-12T23:36:36.387584
H2H_18987_22_91,18987,N20252026F,22,91,away,16,294.99,0,0,0,0,0,50.0,WOWY_18987_22_91,N20252026F,away,16,294.99,40,42,2853.98,1462.99,1390.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_91_perf,2026-01-12T23:36:36.387584
H2H_18987_39_42,18987,N20252026F,39,42,away,55,1549.97,0,0,0,0,0,50.0,WOWY_18987_39_42,N20252026F,away,55,1549.97,49,0,1690.0,1690.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_39_42_perf,2026-01-12T23:36:36.387584
H2H_18987_39_55,18987,N20252026F,39,55,away,39,1126.99,0,0,0,0,0,50.0,WOWY_18987_39_55,N20252026F,away,39,1126.99,65,0,2112.98,2112.98,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_39_55_perf,2026-01-12T23:36:36.387584
H2H_18987_42_55,18987,N20252026F,42,55,away,24,611.99,0,0,0,0,0,50.0,WOWY_18987_42_55,N20252026F,away,24,611.99,31,15,1452.98,937.98,515.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_42_55_perf,2026-01-12T23:36:36.387584
H2H_18987_42_75,18987,N20252026F,42,75,away,10,187.0,0,0,0,0,0,50.0,WOWY_18987_42_75,N20252026F,away,10,187.0,45,17,2134.9700000000003,1362.97,772.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_42_75_perf,2026-01-12T23:36:36.387584
H2H_18987_42_91,18987,N20252026F,42,91,away,34,857.98,0,0,0,0,0,50.0,WOWY_18987_42_91,N20252026F,away,34,857.98,21,24,1519.99,691.99,828.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_42_91_perf,2026-01-12T23:36:36.387584
H2H_18987_55_75,18987,N20252026F,55,75,away,13,357.0,0,0,0,0,0,50.0,WOWY_18987_55_75,N20252026F,away,13,357.0,26,14,1371.99,769.99,602.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_55_75_perf,2026-01-12T23:36:36.387584
H2H_18987_55_91,18987,N20252026F,55,91,away,30,874.99,0,0,0,0,0,50.0,WOWY_18987_55_91,N20252026F,away,30,874.99,9,28,1062.99,252.0,810.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_55_91_perf,2026-01-12T23:36:36.387584
H2H_18987_22_24,18987,N20252026F,22,24,away,28,893.0,0,0,0,0,0,50.0,WOWY_18987_22_24,N20252026F,away,28,893.0,28,18,1325.97,864.98,460.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_24_perf,2026-01-12T23:36:36.387584
H2H_18987_24_39,18987,N20252026F,24,39,away,46,1353.99,0,0,0,0,0,50.0,WOWY_18987_24_39,N20252026F,away,46,1353.99,0,58,1885.98,0.0,1885.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_39_perf,2026-01-12T23:36:36.387584
H2H_18987_24_42,18987,N20252026F,24,42,away,23,683.99,0,0,0,0,0,50.0,WOWY_18987_24_42,N20252026F,away,23,683.99,23,32,1535.98,670.0,865.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_42_perf,2026-01-12T23:36:36.387584
H2H_18987_24_55,18987,N20252026F,24,55,away,9,189.0,0,0,0,0,0,50.0,WOWY_18987_24_55,N20252026F,away,9,189.0,37,30,2102.98,1164.99,937.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_55_perf,2026-01-12T23:36:36.387584
H2H_18987_24_91,18987,N20252026F,24,91,away,17,430.99,0,0,0,0,0,50.0,WOWY_18987_24_91,N20252026F,away,17,430.99,29,41,2177.99,923.0,1254.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_91_perf,2026-01-12T23:36:36.387584
H2H_18987_22_84,18987,N20252026F,22,84,away,17,459.0,0,0,0,0,0,50.0,WOWY_18987_22_84,N20252026F,away,17,459.0,39,35,2409.9700000000003,1298.98,1110.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_84_perf,2026-01-12T23:36:36.387584
H2H_18987_24_84,18987,N20252026F,24,84,away,28,800.99,0,0,0,0,0,50.0,WOWY_18987_24_84,N20252026F,away,28,800.99,18,24,1322.0,553.0,769.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_84_perf,2026-01-12T23:36:36.387584
H2H_18987_39_84,18987,N20252026F,39,84,away,52,1569.99,0,0,0,0,0,50.0,WOWY_18987_39_84,N20252026F,away,52,1569.99,52,0,1669.98,1669.98,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_39_84_perf,2026-01-12T23:36:36.387584
H2H_18987_42_84,18987,N20252026F,42,84,away,27,771.99,0,0,0,0,0,50.0,WOWY_18987_42_84,N20252026F,away,27,771.99,28,25,1575.98,777.98,798.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_42_84_perf,2026-01-12T23:36:36.387584
H2H_18987_55_84,18987,N20252026F,55,84,away,20,699.0,0,0,0,0,0,50.0,WOWY_18987_55_84,N20252026F,away,20,699.0,19,32,1298.98,427.99,870.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_55_84_perf,2026-01-12T23:36:36.387584
H2H_18987_22_61,18987,N20252026F,22,61,away,31,910.98,0,0,0,0,0,50.0,WOWY_18987_22_61,N20252026F,away,31,910.98,25,17,1292.99,847.0,445.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_61_perf,2026-01-12T23:36:36.387584
H2H_18987_24_61,18987,N20252026F,24,61,away,21,667.99,0,0,0,0,0,50.0,WOWY_18987_24_61,N20252026F,away,21,667.99,25,27,1374.98,686.0,688.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_61_perf,2026-01-12T23:36:36.387584
H2H_18987_39_61,18987,N20252026F,39,61,away,48,1356.97,0,0,0,0,0,50.0,WOWY_18987_39_61,N20252026F,away,48,1356.97,56,0,1883.0,1883.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_39_61_perf,2026-01-12T23:36:36.387584
H2H_18987_42_61,18987,N20252026F,42,61,away,28,813.97,0,0,0,0,0,50.0,WOWY_18987_42_61,N20252026F,away,28,813.97,27,20,1279.0,736.0,543.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_42_61_perf,2026-01-12T23:36:36.387584
H2H_18987_61_84,18987,N20252026F,61,84,away,21,506.99,0,0,0,0,0,50.0,WOWY_18987_61_84,N20252026F,away,21,506.99,27,31,1912.98,849.98,1063.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_61_84_perf,2026-01-12T23:36:36.387584
H2H_18987_14_22,18987,N20252026F,14,22,away,19,505.99,0,0,0,0,0,50.0,WOWY_18987_14_22,N20252026F,away,19,505.99,16,37,1947.99,696.0,1251.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_22_perf,2026-01-12T23:36:36.387584
H2H_18987_14_42,18987,N20252026F,14,42,away,20,617.99,0,0,0,0,0,50.0,WOWY_18987_14_42,N20252026F,away,20,617.99,15,35,1515.98,584.0,931.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_42_perf,2026-01-12T23:36:36.387584
H2H_18987_14_61,18987,N20252026F,14,61,away,15,430.99,0,0,0,0,0,50.0,WOWY_18987_14_61,N20252026F,away,15,430.99,20,33,1696.98,771.0,925.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_61_perf,2026-01-12T23:36:36.387584
H2H_18987_14_84,18987,N20252026F,14,84,away,11,444.0,0,0,0,0,0,50.0,WOWY_18987_14_84,N20252026F,away,11,444.0,24,41,1883.98,757.99,1125.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_84_perf,2026-01-12T23:36:36.387584
H2H_18987_22_70,18987,N20252026F,22,70,away,26,865.0,0,0,0,0,0,50.0,WOWY_18987_22_70,N20252026F,away,26,865.0,30,23,1717.98,892.98,825.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_22_70_perf,2026-01-12T23:36:36.387584
H2H_18987_61_70,18987,N20252026F,61,70,away,20,543.0,0,0,0,0,0,50.0,WOWY_18987_61_70,N20252026F,away,20,543.0,28,29,1960.97,813.97,1147.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_61_70_perf,2026-01-12T23:36:36.387584
H2H_18987_70_84,18987,N20252026F,70,84,away,25,798.0,0,0,0,0,0,50.0,WOWY_18987_70_84,N20252026F,away,25,798.0,24,27,1663.99,892.0,771.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_70_84_perf,2026-01-12T23:36:36.387584
H2H_18987_9_61,18987,N20252026F,9,61,away,19,713.99,0,0,0,0,0,50.0,WOWY_18987_9_61,N20252026F,away,19,713.99,24,29,1434.98,792.0,642.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_61_perf,2026-01-12T23:36:36.387584
H2H_18987_61_91,18987,N20252026F,61,91,away,25,581.98,0,0,0,0,0,50.0,WOWY_18987_61_91,N20252026F,away,25,581.98,23,33,1878.99,774.99,1104.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_61_91_perf,2026-01-12T23:36:36.387584
H2H_18987_9_55,18987,N20252026F,9,55,away,9,223.0,0,0,0,0,0,50.0,WOWY_18987_9_55,N20252026F,away,9,223.0,34,30,2186.98,1282.99,903.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_55_perf,2026-01-12T23:36:36.387584
H2H_18987_55_70,18987,N20252026F,55,70,away,15,515.0,0,0,0,0,0,50.0,WOWY_18987_55_70,N20252026F,away,15,515.0,24,34,1786.99,611.99,1175.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_55_70_perf,2026-01-12T23:36:36.387584
H2H_18987_9_42,18987,N20252026F,9,42,away,19,576.99,0,0,0,0,0,50.0,WOWY_18987_9_42,N20252026F,away,19,576.99,24,36,1901.98,929.0,972.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_42_perf,2026-01-12T23:36:36.387584
H2H_18987_9_24,18987,N20252026F,9,24,away,20,623.0,0,0,0,0,0,50.0,WOWY_18987_9_24,N20252026F,away,20,623.0,23,26,1613.98,882.99,730.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_24_perf,2026-01-12T23:36:36.387584
H2H_18987_9_84,18987,N20252026F,9,84,away,7,131.0,0,0,0,0,0,50.0,WOWY_18987_9_84,N20252026F,away,7,131.0,36,45,2813.98,1374.99,1438.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_84_perf,2026-01-12T23:36:36.387584
H2H_18987_24_70,18987,N20252026F,24,70,away,23,670.0,0,0,0,0,0,50.0,WOWY_18987_24_70,N20252026F,away,23,670.0,23,26,1703.99,683.99,1020.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_70_perf,2026-01-12T23:36:36.387584
H2H_18987_84_91,18987,N20252026F,84,91,away,29,1019.99,0,0,0,0,0,50.0,WOWY_18987_84_91,N20252026F,away,29,1019.99,23,29,1215.99,550.0,665.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_84_91_perf,2026-01-12T23:36:36.387584
H2H_18987_9_22,18987,N20252026F,9,22,away,23,1003.99,0,0,0,0,0,50.0,WOWY_18987_9_22,N20252026F,away,23,1003.99,20,33,1255.99,502.0,753.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_9_22_perf,2026-01-12T23:36:36.387584
H2H_18987_14_55,18987,N20252026F,14,55,away,8,334.0,0,0,0,0,0,50.0,WOWY_18987_14_55,N20252026F,away,8,334.0,27,31,1660.98,867.99,792.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_55_perf,2026-01-12T23:36:36.387584
H2H_18987_75_84,18987,N20252026F,75,84,away,13,422.0,0,0,0,0,0,50.0,WOWY_18987_75_84,N20252026F,away,13,422.0,14,39,1684.99,537.0,1147.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_75_84_perf,2026-01-12T23:36:36.387584
H2H_18987_24_75,18987,N20252026F,24,75,away,5,184.0,0,0,0,0,0,50.0,WOWY_18987_24_75,N20252026F,away,5,184.0,41,22,1944.99,1169.99,775.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_24_75_perf,2026-01-12T23:36:36.387584
H2H_18987_55_61,18987,N20252026F,55,61,away,8,158.99,0,0,0,0,0,50.0,WOWY_18987_55_61,N20252026F,away,8,158.99,31,40,2165.98,968.0,1197.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_55_61_perf,2026-01-12T23:36:36.387584
H2H_18987_14_24,18987,N20252026F,14,24,away,4,145.0,0,0,0,0,0,50.0,WOWY_18987_14_24,N20252026F,away,4,145.0,31,42,2265.98,1056.99,1208.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_14_24_perf,2026-01-12T23:36:36.387584
